words,emotion
وحد تصل امه تقل دور اخك ادق قفل ودق صدقاء قفل اكد شي هلع وخف هالام سكن شبك وقف شبك في برد,fear
خير حزن احد سحق قلب ضحا شعر قلب غار ظلم وحد,sadness
انا قدر خاف خءف احن فعل صير صور صور عرق وسر جوع مرض قمع فقر,sadness
تتح صلح ضمءر سيس منع ادانهجريمه كفر فوع خشه ان غضب امر وحلفاءهافان عبر مدي خست نذل,anger
يرب نصر قلب لعو الي تغر حال وجه الل شبع ذبل انا مو يرب رجع حله الل تمل حيه حيه,sadness
بخف وصل رحل اني جزع حجه ربن كتبهال بخف دا يكون جوا وحش بقل حمد لله بس لسه حجه نقص ونا بقل لسه بسل ليه,sadness
ظلم كدر دري لهم نام ضيق يقظ فرج نام حزن يقظ فرح نام عسر يقظ يسر,joy
داء حول تحد خاف الش الل اخف حول اسي ومر لين عاد يصر شي عدي حين رفع اخف وخص الل حجز,fear
هنء تخر منه قلب حمل ضجر سنو عجف عام تحب قرب بصح وعف,joy
حفل عيد ريض اهم شي يجب زعل فرح عيدد,joy
رهق تعب غرب حزن ضيق نظر وهم وجع وحد شكر,sadness
تبق وصل وصم عار وجه خاذل جبناء عرق بعو دعش دمرو قصف عشواء,anger
عشن عرف خطط داي عصفور حجر صلح لكل محد خسر سحب است جا دور اتف,anger
لهم جعل اليوم خير قلب ودع مني نظر فرح ال يرب يمر هاليوم فصل صغر سعد تغر زاج احس,joy
ايه كيت كءن زي بوم نذر شءم سسا هري وتر حضر هه,anger
يمن سعد عيد جوء فرح بهج عكر سوء صوت طءر عدو عسا عده يمن فضل حال نصر بطل عيد برك,joy
شتسو وقت عصب وش عير انك تبك لين فجر رسك تنم,sadness
حسه بخف قشعرير كان بكء غثي عرق يبي ععه كسم يرب,fear
وين حسر جو زفت يوم طين,sadness
الل بيع صرح ربن فرح قلب تبق قلبكو بجد اصل بقل يوم قلب فرح زيد ومش عرف الم,joy
ءلم شعر جعل تءه غصه فرق حنن ذكر مضت قسي الم فرق,sadness
وزع ورز انس رمض بيت اه زين جوا قلب حزن,sadness
استغفرالله اصل انا ادر شمقعد حين زعل ضفض شرب قهه دبل شوت مسم كله منج,sadness
ناس الل راح امر وصر شرع هوليود الل سمء مشاهير سلف كلي ولا كرج جوبز ترا غبار علم عرف قصه,anger
قلب كسر مو نصن صاص كثر شلء كثر ريم غيه حزن ياء,sadness
خبر حزن ءسف مره احس دنا نهت عفء حمد نيف الل يطل عمر حفظ يحم يشف شفء عجل حمد بن نيف,sadness
رمض بصم عذب خلف بقي عشر وخر وصح كبس كبس اخر سود,sadness
الل يخذ قعد يجي خفق قوي اكل زين امس,sadness
يوم قسم بلل يعن لهم عرض ليا ذكر عيز حول خلص مش همم ثلا وعد تعصب ومتنرفزه سبب,sadness
قعد اعش جو غرب حال قرف شمءزاز غضب ذكر خيس لنس تفه جو خبر قرف,sadness
خيف ارح درس اقي دير بيم فءد,fear
ولل طفش سوء الن ضعف الن حلا,anger
شوف سمع صوت فكر بول حب كانت حجه حتي ضحك وصت وفق داي تلق نجم مصر,joy
احب كلم اذي شقا وقف استخدامي شرك يلي تءذ حيو انس نوع شكل شكل ضحك,anger
حمدلل لشي خاف حيه ولل زرع حيه,joy
سنه ونت طيب عده الل فرح سرر,joy
فرج صور ايف وقر كلم كتب بيج دمغ دحت صلح يقل فتح خزا ذكر شوف صور هتلاق قلب رعش حب وشج,joy
حجم غضب,sadness
فرح ذوي صلح تم حدد زوج لعم فيز سعد سعد وري يوم خمس وفق بقع دره فرح بجد,joy
تعب من كثر عتب كلم ومن خيب هقه ومن قول افا صار جفا مثل رد سلم اعد عند جفا جفا ياس,sadness
كتر حاج الل عمل شكح كده سعد اقي حد فرح بصر انا الل صور حمد ربن ولل نعم صور قرر بطلش,joy
صحف غرب يثر وجه درب اهل رفض ميكروف سبر,anger
غلا كلم هلا مساء ورد عظم ورد مساء شوق كمل ذوق,joy
ترد ناس ونس,anger
جاء زبن يبي يغر دخل شحن جول كسر ششت شاط غضب بطح طول محل وشب يتر جهز لحم مكو,sadness
جرح قلب ماتعالج عذر عزي ارد صيب,sadness
اخر ترح نفس لان عند انب ضمر رهب مش يمكن كانت تحب كده الل كنتش قدر قولو اهي قالتو,joy
بكر كتر ذكر لخص شعر شفق شعر ندم شعر حزن اكد مو حب خلص,sadness
عدم مصر قلب عسكر كمل ارك لزم يكون دم ظلم لاي مهم اخو وخت الن ايد حنقعد فرج ذبح,sadness
انا حرف خيف متح جاي درج قضا نوم مش عرف ذكر دعل — هرب متح,fear
اول قال حرب لمد شيع ذلح حرب رهب كذب خدم حرم قول الل يشل جاس,anger
محد قلهم غزو يمن هذا صير كلب سعر,anger
حدث معي غرق فرح سحر خنم,joy
اخف يجي شعر الل يخل فتح غرف بيت ودع الل روح نيم,sadness
سيد سلم عز فخر و سعد عز فخر حلف معا يكف انه ارض سلم حتو شرف بقع وجه ارض,joy
جمع طلب الل وتر شكل جنو ثنء متح حطو لجن وحد خلص نوع دا ناس قرض تما رجع,sadness
يعم الف برك عقبال تفرح بيه كده تجز بنت حلل,joy
سعد نوي اهي لبس كسو عيد سعد,joy
طفل سور مت صغر دون اي صرخ صرخ مثل سمع خاذل,sadness
ناس فوب خيف تكون تقل الـ قدم مش نكه ولل,fear
كشف ان برح هرد خلص علب ملح عالفطار سحر ومش عرف ظبط عرف فلب هيعمل ايه,fear
فرح نجح درب يدا عمل شغل قرر بشر بحث شي فجء رسب رفع عرض وقع رسل عمد,joy
ولل دنا اني احب الل ذكر يوم شوش بلك مهم اني قعد اضح الل سعد يرب وفق ولل جمع بجن نعم,joy
بقء دوم لله حتسب الل شهداء صعد اليه يصل الي جهنم صير حرض خطط نفذ يوم اخر حزن يا بلد,sadness
ناس الل زهق سرع ببق معا مش رحت خلص خوف ان حسس زهق وصل وده زعج كحد حسس زيد تلق بعد,sadness
هندس نصر كان وسخ جدل احن دفع جبن جدل دلل ان ارء فشخ بتع مش طلع يتر,anger
هتلاق فيم حطط وقف انك مكن وجع شخص وجع الل انت حست زمن ربن يشف مش هترض هتدوس تشف غلل,sadness
اذا امك خلص هستير حدا خبر لنو فهم شي صرح ليش مصر يجب بخر ليش سعر بغا رخص ليش مصر شرك,anger
اه يا عم وحش فرح,joy
اكد كلم فوض الل صير بس تخل وشو وش قصد بهالكلام وضع توتر كلم زاد وضع صرح بدت اخف صدق,fear
يوم واناصغير عرف الع لسط ابلق اثق يهد اثق كلب اخ ودي طرد طرد كلب هند لسط شتم كرم,sadness
حسب قفل ونت وضع,joy
نسي اكل هرب جمع وحد حسء الل ستر ثني شكل عءل,sadness
طفح سرر علي انه من فرط سرن ابك يا عين بكا عده تبك فرح احز شعر نقل,joy
اول يوم شرك افز بشي سحب قهر فضي,sadness
جزء تني زيبق كتر شيء يلي تحمس اله,joy
انت هرج امس ونا حصر حرص كلم عاك صير تخف,fear
يا نهر اسد بهج عمل عمل اسر هو مش لسه عمل برح نشر جسم كله ضحك كتر,joy
بكر هول عظم ضخم امر حدث شيء حله بكر جو كرث الل عيشو وحد صغر اتف شكل قلق خوف,anger
نقب مثل متي تجي درس وتف هالحكوكي بنت توسط توه بلغ لشو هالهاشتاق,anger
سرب اماراتيه ان ثبت تضر علق دول خلج نذر نذر شءم لزم حمل ظهر فتن طفء نار سرب سفر امر,anger
اجد وفد وقس بلل انك بدع عقد ان احد شهد حلق ضحك قلب انت تمل روح دعب طرفهمنقطعه نظر,joy
فات ابي يعط ريسبش بطق غرف نقد ندق نقد لذع اه حلو ههخخ,joy
قرر تخذ يقظ وصل فجر بد يكون بسم بسم كثر نغص حيت شيء جمل صبح جمل وقع,joy
مو كنه تو متش ذعر عكس انا الل قعد احق يجن ذعر قله الل لغل,fear
وان رحل قيس وجع رحل نفذ وجع رغد نوف,sadness
حد عرف ايه فسر غلي الل انا بقل حرك بغل مش عرف انم كفر حلت,sadness
اسء لحظ لما تبق خنق لقيش حد تفك عاه شعر بـالوحده,sadness
انا الل صرت حس اسم فرح احل اصر اسم فرح فرح الل خلل يكم مايحرم ابد,joy
شجر زوج ا طفل يلم رعب يثر خاف صدع خيف جدر قلب,anger
اشء يثر نبه اون اخر حزن فرح قدر حرك دخل ذبل برد ايم مله شخص عبر شيء,sadness
اكر زحم اما ضيق ولي افي هوه احس كتم رفز لمو طبع وحس كان قذر,anger
احا امن وحد حقق قدر خلك ترك مني كتف فيه,joy
حبيب زي انو صيم جرح رضو انا جرح كلمو سلب كوس بعد جرح شعر بلز يعن حسس دمع,sadness
حسب جمل الي قرم فوب جمل طبع قنع ان خلق الل حلو ناس حلو الل الا غصب مسو جمل شكل جيكر,anger
قلب نشن تاق اتم لكل طلب سرر نتم نجح سرر الل لزم غلل فرص حفل عيد ريض,joy
دكتور طلل سنه ونت طيب بسل رجف طرف ايش ببو وفن مكن وحد كشف سبب,joy
يبخ صلي فجر جمع شرق شمس رتح سرر شرق تبع صلت بطع جنب اثم ظلم زور صبح ورد زهر,joy
حزن بكد مابالد فرح,sadness
انت خءف يا صدق صبك اصب اجل شعر بارتجافك نمل يحق خوف,fear
حسب الل وكل يعن انت بسط وتر ده فكر ان انت كده علمو يعن كده اسم عقدو فكر علم,sadness
اهل اهل دبي هدف حله شو ذنب رفز ما عرف لعب جده بيه شي ابي كسر ضرب بيه,joy
حود سنه انت طيب سنه سعد ان شاءالل جوي يور داي,joy
همم اقل خفف بعض يفل بءس مش الن كدا,sadness
اما هزق قدامكو شرع ضلتو ضحكو مش هنسال اليوم ده قلب غضب عليكو سعت اخت اخو حبو قولو دمك خفف,joy
حيت طفل ثني خيف هذا اخف رعب شي هه تيج حصل,fear
ثقه بول عهد امر حمد سلم يعد بسم عيد مشع وخت خرج ابي ستر مشع نشد ولي عهد,joy
اوف اعذ بلل ايش هذا,anger
فكر مايحتاج رسل شعر كلم حب جرد ماتقول هنر كسنجر روح او شرشل قلب وبت سعد علق بحب كثر,joy
كلم خءف تردد رجف يقل يحز عليه,sadness
يبك شجع سخف مثل اذه خلق الل عبر ضحك,anger
